state,county,total_deaths
GA,Marion,12.0
GA,Charlton,12.0
CO,Phillips,12.0
KS,Rush,12.0
ND,Grant,12.0
GA,Terrell,12.0
KY,Bath,12.0
WV,Pendleton,12.0
ID,Fremont,12.0
CO,Grand,12.0
KY,Powell,12.0
NE,Thurston,12.0
IN,Posey,12.0
SD,Union,12.0
TX,Crosby,12.0
MN,Lincoln,12.0
VA,Falls Church city,12.0
KS,Edwards,12.0
MN,Mahnomen,12.0
KY,Magoffin,12.0
TN,Jackson,12.0
AR,Madison,12.0
AR,Cleveland,12.0
TX,Brooks,12.0
TX,Winkler,12.0
KY,Hickman,12.0
GA,Twiggs,12.0
TN,Van Buren,12.0
ID,Lemhi,12.0
SD,Haakon,12.0
MI,Schoolcraft,12.0
SD,Faulk,12.0
MN,Dodge,11.0
TN,Pickett,11.0
KY,Martin,11.0
TN,Meigs,11.0
MT,Musselshell,11.0
GA,Heard,11.0
WY,Sublette,11.0
GA,Banks,11.0
TN,Hancock,11.0
MO,Shannon,11.0
VA,Mathews,11.0
ID,Bear Lake,11.0
NE,Thayer,11.0
KS,Sheridan,11.0
VA,Powhatan,11.0
ID,Power,11.0
NY,Schuyler,11.0
KS,Trego,11.0
MS,Humphreys,11.0
SD,Bennett,11.0
NE,Knox,11.0
KS,Meade,11.0
VA,King George,11.0
KY,Butler,11.0
KY,Trigg,11.0
IA,Chickasaw,11.0
MN,Murray,11.0
UT,Millard,11.0
MS,Tunica,11.0
UT,Juab,11.0
MN,Marshall,11.0
TX,Swisher,11.0
UT,Emery,11.0
TX,Lynn,11.0
MO,Sullivan,11.0
SD,Shannon,11.0
ND,Wells,11.0
FL,Dixie,11.0
FL,Franklin,11.0
NC,Jones,11.0
KY,Nicholas,11.0
AL,Coosa,11.0
KS,Gray,11.0
MS,Jefferson,11.0
VA,Greensville,10.0
WV,Webster,10.0
UT,Summit,10.0
VA,King William,10.0
TX,Zapata,10.0
UT,Beaver,10.0
TX,Upton,10.0
WY,Weston,10.0
MS,Perry,10.0
ND,Renville,10.0
AL,Henry,10.0
NC,Perquimans,10.0
NC,Pamlico,10.0
MT,Madison,10.0
KS,Haskell,10.0
IA,Fremont,10.0
AR,Prairie,10.0
MN,Jackson,10.0
NE,Custer,10.0
CA,Mariposa,10.0
GA,Wilkinson,10.0
GA,Macon,10.0
NC,Gates,10.0
LA,Catahoula Parish,10.0
TX,Collingsworth,10.0
GA,Randolph,10.0
SD,Tripp,10.0
AK,Northwest Arctic Borough,10.0
MT,Blaine,10.0
KY,Carlisle,10.0
NE,Merrick,10.0
NE,Kimball,10.0
IN,Crawford,10.0
SD,Hand,10.0
KS,Wabaunsee,10.0
TX,Coke,10.0
AK,Sitka City and Borough,10.0
KY,Menifee,10.0
GA,Lee,10.0
KS,Stevens,10.0
TX,Lipscomb,10.0
KS,Smith,0.0
KS,Wallace,0.0
WI,Buffalo,0.0
KS,Pawnee,0.0
KS,Morton,0.0
KS,Stanton,0.0
KS,Logan,0.0
KS,Linn,0.0
KS,Rawlins,0.0
KS,Hodgeman,0.0
KS,Lincoln,0.0
KS,Chautauqua,0.0
WI,Menominee,0.0
IL,Scott,0.0
IN,Benton,0.0
IN,Ohio,0.0
IN,Parke,0.0
IN,Switzerland,0.0
IN,Union,0.0
KS,Barber,0.0
KS,Chase,0.0
KS,Cheyenne,0.0
KS,Lane,0.0
KS,Decatur,0.0
KS,Elk,0.0
KS,Graham,0.0
KS,Greeley,0.0
KS,Woodson,0.0
KS,Jackson,0.0
KS,Jewell,0.0
KS,Kiowa,0.0
WI,Florence,0.0
KS,Wichita,0.0
KY,Owsley,0.0
KY,Bracken,0.0
MO,Daviess,0.0
WA,Garfield,0.0
MN,Lake of the Woods,0.0
MN,Norman,0.0
MN,Red Lake,0.0
MN,Stevens,0.0
WA,Columbia,0.0
MN,Traverse,0.0
MO,Caldwell,0.0
MO,Carter,0.0
MO,Holt,0.0
MN,Cook,0.0
WA,Adams,0.0
MO,Howard,0.0
MO,Knox,0.0
MO,Lewis,0.0
MO,Maries,0.0
MO,Mercer,0.0
MO,Oregon,0.0
MO,Ralls,0.0
VT,Grand Isle,0.0
MN,Grant,0.0
MN,Clearwater,0.0
KY,Elliott,0.0
KY,Wolfe,0.0
KY,Fulton,0.0
KY,Hancock,0.0
KY,Lyon,0.0
WA,Wahkiakum,0.0
IL,Pulaski,0.0
KY,Robertson,0.0
KY,Trimble,0.0
KY,Webster,0.0
WA,Skamania,0.0
WA,San Juan,0.0
MI,Montmorency,0.0
LA,Cameron Parish,0.0
LA,East Carroll Parish,0.0
LA,Plaquemines Parish,0.0
LA,St. Helena Parish,0.0
LA,Tensas Parish,0.0
MA,Dukes,0.0
MA,Nantucket,0.0
MI,Alger,0.0
MI,Keweenaw,0.0
IL,Putnam,0.0
ID,Valley,0.0
IL,Pope,0.0
AZ,Greenlee,0.0
CA,Mono,0.0
CA,Sierra,0.0
CA,Trinity,0.0
CO,Archuleta,0.0
WV,Ritchie,0.0
CO,Cheyenne,0.0
CO,Clear Creek,0.0
CO,Costilla,0.0
CO,Custer,0.0
CO,Dolores,0.0
CO,Gilpin,0.0
CO,Gunnison,0.0
CO,Kiowa,0.0
CO,Lake,0.0
CO,Lincoln,0.0
WV,Monroe,0.0
CO,Mineral,0.0
CO,Ouray,0.0
CO,Park,0.0
CO,Pitkin,0.0
CO,Saguache,0.0
WV,Tyler,0.0
AR,Woodruff,0.0
IL,Johnson,0.0
WV,Wirt,0.0
AK,Denali Borough,0.0
AK,Dillingham Census Area,0.0
AK,Hoonah-Angoon Census Area,0.0
AK,Kodiak Island Borough,0.0
AK,Nome Census Area,0.0
AK,North Slope Borough,0.0
AK,Petersburg Census Area,0.0
WY,Niobrara,0.0
AK,Prince of Wales-Hyder Census Area,0.0
AK,Skagway Municipality,0.0
AK,Southeast Fairbanks Census Area,0.0
AK,Valdez-Cordova Census Area,0.0
AK,Wade Hampton Census Area,0.0
AK,Wrangell City and Borough,0.0
AK,Yukon-Koyukuk Census Area,0.0
AL,Bullock,0.0
AL,Greene,0.0
AR,Calhoun,0.0
AR,Lafayette,0.0
AR,Monroe,0.0
AR,Perry,0.0
CO,San Miguel,0.0
CO,Sedgwick,0.0
CO,Washington,0.0
FL,Glades,0.0
GA,Webster,0.0
GA,Wheeler,0.0
IA,Calhoun,0.0
IA,Mills,0.0
IA,Taylor,0.0
IA,Worth,0.0
ID,Adams,0.0
ID,Boise,0.0
ID,Butte,0.0
ID,Clark,0.0
ID,Custer,0.0
ID,Lewis,0.0
ID,Lincoln,0.0
ID,Oneida,0.0
ID,Teton,0.0
MO,Ripley,0.0
IL,Alexander,0.0
IL,Calhoun,0.0
WI,Pepin,0.0
IL,Edwards,0.0
IL,Gallatin,0.0
GA,Warren,0.0
GA,Taylor,0.0
GA,Talbot,0.0
GA,Echols,0.0
FL,Hamilton,0.0
FL,Liberty,0.0
GA,Atkinson,0.0
GA,Baker,0.0
GA,Calhoun,0.0
GA,Chattahoochee,0.0
GA,Clay,0.0
GA,Crawford,0.0
GA,Dooly,0.0
WV,Gilmer,0.0
GA,Stewart,0.0
GA,Lincoln,0.0
WV,Doddridge,0.0
GA,Long,0.0
WV,Calhoun,0.0
GA,McIntosh,0.0
GA,Montgomery,0.0
GA,Oglethorpe,0.0
GA,Quitman,0.0
GA,Schley,0.0
MO,Reynolds,0.0
TX,Real,0.0
MO,Shelby,0.0
OR,Grant,0.0
PA,Cameron,0.0
SC,Allendale,0.0
SD,Aurora,0.0
SD,Buffalo,0.0
SD,Clark,0.0
SD,Corson,0.0
SD,Deuel,0.0
SD,Hyde,0.0
SD,Jackson,0.0
SD,Kingsbury,0.0
SD,Lyman,0.0
UT,Piute,0.0
UT,Morgan,0.0
SD,Marshall,0.0
UT,Kane,0.0
SD,McPherson,0.0
SD,Mellette,0.0
UT,Grand,0.0
UT,Garfield,0.0
SD,Miner,0.0
SD,Perkins,0.0
OR,Morrow,0.0
OR,Gilliam,0.0
SD,Sanborn,0.0
OK,Tillman,0.0
NM,Guadalupe,0.0
NM,Hidalgo,0.0
NM,Mora,0.0
VA,Charlotte,0.0
VA,Charles City,0.0
NM,Union,0.0
NV,Esmeralda,0.0
NV,Eureka,0.0
NV,Lander,0.0
NV,Lincoln,0.0
NV,Mineral,0.0
NV,Storey,0.0
NY,Hamilton,0.0
OK,Alfalfa,0.0
OK,Beaver,0.0
OK,Cimarron,0.0
OK,Ellis,0.0
OK,Grant,0.0
OK,Harmon,0.0
OK,Harper,0.0
OK,Roger Mills,0.0
SD,Potter,0.0
SD,Stanley,0.0
MO,Worth,0.0
TX,Hemphill,0.0
TX,Jeff Davis,0.0
TX,Jim Hogg,0.0
TX,Kent,0.0
TX,Throckmorton,0.0
TX,Kimble,0.0
TX,Kinney,0.0
TX,Live Oak,0.0
TX,Sutton,0.0
TX,Stonewall,0.0
TX,Sterling,0.0
TX,Martin,0.0
TX,Mason,0.0
TX,McMullen,0.0
TX,Menard,0.0
TX,Sherman,0.0
TX,Motley,0.0
TX,Shackelford,0.0
TX,Oldham,0.0
TX,Schleicher,0.0
TX,San Saba,0.0
TX,Presidio,0.0
TX,Hudspeth,0.0
TX,Hardeman,0.0
TN,Lake,0.0
TX,Goliad,0.0
TX,Zavala,0.0
TN,Moore,0.0
TN,Trousdale,0.0
TX,Archer,0.0
TX,Armstrong,0.0
TX,Borden,0.0
TX,Briscoe,0.0
TX,Carson,0.0
TX,Cochran,0.0
TX,Concho,0.0
TX,Cottle,0.0
TX,Crockett,0.0
TX,Culberson,0.0
TX,Dallam,0.0
TX,Delta,0.0
TX,Donley,0.0
TX,Edwards,0.0
TX,Fisher,0.0
TX,Foard,0.0
TX,Garza,0.0
TX,Glasscock,0.0
NM,De Baca,0.0
NM,Catron,0.0
VA,Covington city,0.0
MT,Sheridan,0.0
MT,Sweet Grass,0.0
MT,Teton,0.0
MT,Toole,0.0
VA,Rappahannock,0.0
MT,Wheatland,0.0
MT,Wibaux,0.0
NC,Camden,0.0
VA,Prince George,0.0
NC,Graham,0.0
NC,Hyde,0.0
VA,Poquoson city,0.0
NC,Tyrrell,0.0
NC,Warren,0.0
ND,Benson,0.0
ND,Bowman,0.0
ND,Cavalier,0.0
VA,Northumberland,0.0
ND,Divide,0.0
ND,Dunn,0.0
ND,Eddy,0.0
VA,New Kent,0.0
MT,Stillwater,0.0
MT,Prairie,0.0
VA,Craig,0.0
MT,Powder River,0.0
MS,Choctaw,0.0
MS,Greene,0.0
MS,Issaquena,0.0
MS,Jasper,0.0
TX,Reagan,0.0
VA,Williamsburg city,0.0
MS,Quitman,0.0
MT,Broadwater,0.0
MT,Carter,0.0
MT,Chouteau,0.0
MT,Daniels,0.0
MT,Fallon,0.0
VA,Surry,0.0
MT,Golden Valley,0.0
MT,Granite,0.0
MT,Jefferson,0.0
MT,Liberty,0.0
MT,McCone,0.0
MT,Meagher,0.0
MT,Mineral,0.0
MT,Pondera,0.0
VA,Nelson,0.0
ND,Emmons,0.0
ND,Griggs,0.0
ND,Hettinger,0.0
NE,Furnas,0.0
NE,Garden,0.0
VA,Goochland,0.0
NE,Garfield,0.0
NE,Gosper,0.0
NE,Greeley,0.0
NE,Harlan,0.0
NE,Hitchcock,0.0
NE,Jefferson,0.0
NE,Kearney,0.0
NE,Keya Paha,0.0
NE,Pawnee,0.0
NE,Rock,0.0
NE,Saline,0.0
NE,Sherman,0.0
NE,Sioux,0.0
VA,Dinwiddie,0.0
NE,Stanton,0.0
NE,Valley,0.0
VA,Cumberland,0.0
NE,Webster,0.0
NE,Frontier,0.0
NE,Franklin,0.0
NE,Dundy,0.0
ND,Steele,0.0
ND,Kidder,0.0
ND,Logan,0.0
ND,McIntosh,0.0
VA,Manassas Park city,0.0
ND,McKenzie,0.0
ND,Mercer,0.0
VA,Lunenburg,0.0
ND,Mountrail,0.0
ND,Richland,0.0
ND,Towner,0.0
NE,Dixon,0.0
VA,King and Queen,0.0
NE,Boyd,0.0
NE,Brown,0.0
NE,Butler,0.0
NE,Chase,0.0
NE,Cherry,0.0
VA,Highland,0.0
NE,Colfax,0.0
NE,Deuel,0.0
AK,Aleutians East Borough,0.0
